20
13
19
21
23
16
13
10
19
9
13
17
15
13
11
11
9
20
13
13
10
12
11
10
11
10
11
8
9
9
14
9
8
14
11
12
10
10
9
10
10
14
10
10
9
10
10
8
10
15
37
81
39
60
44
46
32
35
29
36
42
35
72
44
60
56
54
58
28
45
71
79
57
74
86
43
56
97
93
69
98
129
67
167
206
116
99
151
84
108
144
72
113
114
128
147
57
75
158
122
101
100
242
173
213
287
203
214
201
219
251
241
186
198
187
199
177
207
189
182
216
207
184
270
199
